league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2526,Modena,Ettore Gliozzi,ITA,FW,29.0,1995.0,33,19,1752,19.5,11,2,13,4,7,9,0,0,0.57,0.1,0.67,0.21,0.31
ITA-Serie B,2526,Modena,Fabio Gerli,ITA,MF,28.0,1996.0,33,31,2655,29.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Fabrizio Bagheria,ITA,GK,24.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Francesco Di Mariano,ITA,"FW,MF",29.0,1996.0,17,9,799,8.9,1,2,3,1,0,0,4,0,0.11,0.23,0.34,0.11,0.34
ITA-Serie B,2526,Modena,Francesco Zampano,ITA,MF,31.0,1993.0,35,32,2694,29.9,4,1,5,4,0,0,8,0,0.13,0.03,0.17,0.13,0.17
ITA-Serie B,2526,Modena,Gady Beyuku,FRA,MF,19.0,2005.0,30,14,1375,15.3,1,1,2,1,0,0,5,0,0.07,0.07,0.13,0.07,0.13
ITA-Serie B,2526,Modena,Giuseppe Ambrosino,ITA,FW,21.0,2003.0,14,8,664,7.4,2,0,2,2,0,0,3,1,0.27,0.0,0.27,0.27,0.27
ITA-Serie B,2526,Modena,Giuseppe Caso,ITA,"FW,MF",26.0,1998.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Grégoire Defrel,MTQ,FW,34.0,1991.0,25,8,810,9.0,2,3,5,2,0,0,2,0,0.22,0.33,0.56,0.22,0.56
ITA-Serie B,2526,Modena,Leandro Chichizola,ARG,GK,35.0,1990.0,33,33,2889,32.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Luca Magnino,ITA,MF,27.0,1997.0,16,4,392,4.4,0,3,3,0,0,0,3,0,0.0,0.69,0.69,0.0,0.69
ITA-Serie B,2526,Modena,Luca Zanimacchia,ITA,MF,27.0,1998.0,36,28,2426,27.0,3,2,5,3,0,0,3,0,0.11,0.07,0.19,0.11,0.19
ITA-Serie B,2526,Modena,Manuel De Luca,ITA,FW,27.0,1998.0,20,17,1319,14.7,3,3,6,3,0,0,2,0,0.2,0.2,0.41,0.2,0.41
ITA-Serie B,2526,Modena,Matteo Cotali,ITA,MF,28.0,1997.0,14,2,316,3.5,0,2,2,0,0,0,2,0,0.0,0.57,0.57,0.0,0.57
ITA-Serie B,2526,Modena,Michele Pezzolato,ITA,GK,21.0,2004.0,5,4,441,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Niklas Pyyhtiä,FIN,MF,21.0,2003.0,28,13,1134,12.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Pedro Mendes,POR,FW,25.0,1999.0,32,11,1167,13.0,4,1,5,4,0,0,0,0,0.31,0.08,0.39,0.31,0.39
ITA-Serie B,2526,Modena,Pietro Arnaboldi,ITA,MF,17.0,2008.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Samuel Wiafe,ITA,MF,17.0,2008.0,9,5,427,4.7,0,1,1,0,0,0,0,0,0.0,0.21,0.21,0.0,0.21
ITA-Serie B,2526,Modena,Simone Santoro,ITA,MF,25.0,1999.0,36,34,3049,33.9,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18
ITA-Serie B,2526,Modena,Steven Nador,TOG,"DF,MF",23.0,2002.0,11,9,813,9.0,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Tito Fabbri,ITA,MF,15.0,2009.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Yanis Massolin,FRA,"MF,FW",22.0,2002.0,28,17,1639,18.2,3,3,6,3,0,0,3,0,0.16,0.16,0.33,0.16,0.33
ITA-Serie B,2526,Monza,Adam Bakoune,ITA,MF,19.0,2006.0,18,6,775,8.6,0,2,2,0,0,0,1,0,0.0,0.23,0.23,0.0,0.23
ITA-Serie B,2526,Monza,Agustín Álvarez,URU,FW,24.0,2001.0,24,9,880,9.8,4,1,5,4,0,0,0,0,0.41,0.1,0.51,0.41,0.51
ITA-Serie B,2526,Monza,Andrea Carboni,ITA,DF,24.0,2001.0,30,24,2200,24.4,1,2,3,1,0,0,3,1,0.04,0.08,0.12,0.04,0.12
ITA-Serie B,2526,Monza,Andrea Colpani,ITA,MF,26.0,1999.0,25,17,1305,14.5,2,1,3,2,0,0,0,0,0.14,0.07,0.21,0.14,0.21
ITA-Serie B,2526,Monza,Andrea Petagna,ITA,FW,30.0,1995.0,27,10,1120,12.4,9,2,11,9,0,0,4,0,0.72,0.16,0.88,0.72,0.88
ITA-Serie B,2526,Monza,Armando Izzo,ITA,DF,33.0,1992.0,14,14,1115,12.4,3,2,5,3,0,0,7,1,0.24,0.16,0.4,0.24,0.4
ITA-Serie B,2526,Monza,Arvid Brorsson,SWE,DF,26.0,1999.0,12,4,411,4.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Monza,Dany Mota,POR,"FW,MF",27.0,1998.0,30,22,1647,18.3,5,2,7,5,0,0,0,0,0.27,0.11,0.38,0.27,0.38
ITA-Serie B,2526,Monza,Demba Thiam,SEN,GK,27.0,1998.0,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Monza,Filippo Delli Carri,ITA,DF,26.0,1999.0,32,22,2007,22.3,2,1,3,2,0,0,3,0,0.09,0.04,0.13,0.09,0.13
ITA-Serie B,2526,Monza,Gianluca Caprari,ITA,MF,32.0,1993.0,8,4,337,3.7,0,1,1,0,0,0,1,0,0.0,0.27,0.27,0.0,0.27
ITA-Serie B,2526,Monza,Giuseppe Caso,ITA,MF,26.0,1998.0,13,4,529,5.9,1,4,5,1,0,0,0,0,0.17,0.68,0.85,0.17,0.85
ITA-Serie B,2526,Monza,Hernani,BRA,MF,31.0,1994.0,18,13,1045,11.6,5,1,6,5,0,0,3,0,0.43,0.09,0.52,0.43,0.52
ITA-Serie B,2526,Monza,Keita Baldé,SEN,MF,30.0,1995.0,21,11,991,11.0,2,2,4,2,0,0,9,1,0.18,0.18,0.36,0.18,0.36
ITA-Serie B,2526,Monza,Kevin Zeroli,ITA,MF,20.0,2005.0,5,2,268,3.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Monza,Leonardo Colombo,ITA,MF,20.0,2005.0,27,11,1135,12.6,1,2,3,1,0,0,6,0,0.08,0.16,0.24,0.08,0.24
ITA-Serie B,2526,Monza,Lorenzo Lucchesi,ITA,DF,22.0,2003.0,29,18,1627,18.1,1,0,1,1,0,0,5,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie B,2526,Monza,Luca Ravanelli,ITA,DF,28.0,1997.0,29,27,2433,27.0,2,2,4,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15
ITA-Serie B,2526,Monza,Matteo Pessina,ITA,MF,28.0,1997.0,33,33,2904,32.3,5,1,6,2,3,3,4,0,0.15,0.03,0.19,0.06,0.09
ITA-Serie B,2526,Monza,Mirko Marić,CRO,"MF,FW",30.0,1995.0,13,3,383,4.3,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23
ITA-Serie B,2526,Monza,Nicolas Galazzi,ITA,MF,24.0,2000.0,11,4,388,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Monza,Patrick Ciurria,ITA,MF,30.0,1995.0,28,18,1575,17.5,1,2,3,1,0,0,4,1,0.06,0.11,0.17,0.06,0.17
ITA-Serie B,2526,Monza,Patrick Cutrone,ITA,"FW,MF",27.0,1998.0,16,14,1102,12.2,4,3,7,4,0,0,3,1,0.33,0.25,0.57,0.33,0.57
ITA-Serie B,2526,Monza,Paulo Azzi,BRA,MF,31.0,1994.0,34,33,2865,31.8,5,6,11,5,0,0,3,1,0.16,0.19,0.35,0.16,0.35
ITA-Serie B,2526,Monza,Pedro Obiang,EQG,MF,33.0,1992.0,32,28,2329,25.9,2,1,3,2,0,0,3,0,0.08,0.04,0.12,0.08,0.12
ITA-Serie B,2526,Monza,Samuele Birindelli,ITA,"MF,DF",26.0,1999.0,33,29,2627,29.2,5,2,7,5,0,0,6,0,0.17,0.07,0.24,0.17,0.24
ITA-Serie B,2526,Monza,Samuele Capolupo,ITA,DF,19.0,2006.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Monza,Valentin Antov,BUL,DF,24.0,2000.0,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Abu Kamara,ITA,GK,28.0,1997.0,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Alessandro Boi,ITA,DF,20.0,2005.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Alessandro Capelli,ITA,MF,28.0,1997.0,36,31,2835,31.5,2,6,8,2,0,0,4,1,0.06,0.19,0.25,0.06,0.25
ITA-Serie B,2526,Padova,Alessandro Seghetti,ITA,FW,21.0,2004.0,18,5,603,6.7,3,0,3,3,0,0,1,0,0.45,0.0,0.45,0.45,0.45
ITA-Serie B,2526,Padova,Alessandro Sorrentino,ITA,GK,23.0,2002.0,24,24,2160,24.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Antonio Barreca,ITA,"MF,DF",30.0,1995.0,23,21,1795,19.9,0,1,1,0,0,0,7,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie B,2526,Padova,Carlo Faedo,ITA,DF,26.0,1999.0,32,25,2224,24.7,2,0,2,2,0,0,6,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie B,2526,Padova,Christian Pastina,ITA,DF,24.0,2001.0,10,9,824,9.2,1,0,1,1,0,0,4,1,0.11,0.0,0.11,0.11,0.11
ITA-Serie B,2526,Padova,Cristian Buonaiuto,ITA,"FW,MF",32.0,1992.0,27,9,949,10.5,1,3,4,1,0,0,2,0,0.09,0.28,0.38,0.09,0.38
ITA-Serie B,2526,Padova,Daniele Baselli,ITA,MF,33.0,1992.0,8,2,221,2.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Filippo Sgarbi,ITA,DF,27.0,1997.0,29,28,2383,26.5,4,0,4,4,0,0,3,0,0.15,0.0,0.15,0.15,0.15
ITA-Serie B,2526,Padova,Francesco Belli,ITA,DF,31.0,1994.0,22,17,1379,15.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Francesco Di Mariano,ITA,"MF,FW",29.0,1996.0,15,12,903,10.0,1,1,2,1,0,0,3,0,0.1,0.1,0.2,0.1,0.2
ITA-Serie B,2526,Padova,Gianluca Caprari,ITA,"FW,MF",32.0,1993.0,11,4,422,4.7,1,1,2,1,0,0,0,0,0.21,0.21,0.43,0.21,0.43
ITA-Serie B,2526,Padova,Giovanni Giunti,ITA,MF,20.0,2005.0,4,2,221,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Giulio Favale,ITA,"MF,DF",27.0,1998.0,22,7,794,8.8,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie B,2526,Padova,Jonas Harder,ITA,MF,19.0,2005.0,26,17,1458,16.2,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie B,2526,Padova,Jonathan Silva,BRA,"MF,FW",21.0,2004.0,17,2,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Kevin Lasagna,ITA,FW,32.0,1992.0,25,15,1459,16.2,6,1,7,6,0,0,0,0,0.37,0.06,0.43,0.37,0.43
ITA-Serie B,2526,Padova,Kevin Varas,ECU,MF,32.0,1993.0,36,27,2471,27.5,2,4,6,2,0,0,4,0,0.07,0.15,0.22,0.07,0.22
ITA-Serie B,2526,Padova,Lorenzo Crisetig,ITA,MF,32.0,1993.0,25,18,1469,16.3,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Padova,Lorenzo Villa,ITA,DF,22.0,2003.0,20,12,1220,13.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Luca Di Maggio,ITA,MF,20.0,2005.0,28,9,1018,11.3,3,0,3,3,0,0,3,0,0.27,0.0,0.27,0.27,0.27
ITA-Serie B,2526,Padova,Marco Perrotta,ITA,DF,31.0,1994.0,30,29,2491,27.7,1,0,1,1,0,0,12,0,0.04,0.0,0.04,0.04,0.04
ITA-Serie B,2526,Padova,Mattia Bortolussi,ITA,FW,29.0,1996.0,32,30,2563,28.5,10,1,11,6,4,4,1,0,0.35,0.04,0.39,0.21,0.25
ITA-Serie B,2526,Padova,Paolo Ghiglione,ITA,MF,28.0,1997.0,18,9,787,8.7,0,1,1,0,0,0,2,0,0.0,0.11,0.11,0.0,0.11
ITA-Serie B,2526,Padova,Papu Gómez,ARG,FW,37.0,1988.0,9,6,563,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Padova,Pietro Fusi,ITA,MF,27.0,1998.0,34,34,2595,28.8,1,3,4,1,0,0,14,1,0.03,0.1,0.14,0.03,0.14
ITA-Serie B,2526,Palermo,Alexis Blin,FRA,MF,28.0,1996.0,21,5,687,7.6,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Alfred Gomis,SEN,GK,31.0,1993.0,3,2,214,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Aljosa Vasic,SRB,MF,23.0,2002.0,23,3,550,6.1,0,2,2,0,0,0,2,0,0.0,0.33,0.33,0.0,0.33
ITA-Serie B,2526,Palermo,Antonio Palumbo,ITA,MF,28.0,1996.0,35,31,2444,27.2,3,10,13,3,0,0,8,0,0.11,0.37,0.48,0.11,0.48
ITA-Serie B,2526,Palermo,Bartosz Bereszyński,POL,DF,33.0,1992.0,20,9,924,10.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Claudio Gomes,FRA,MF,25.0,2000.0,27,7,818,9.1,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11
ITA-Serie B,2526,Palermo,Davide Veroli,ITA,DF,22.0,2003.0,11,4,432,4.8,0,1,1,0,0,0,1,0,0.0,0.21,0.21,0.0,0.21
ITA-Serie B,2526,Palermo,Dennis Johnsen,NOR,"MF,FW",27.0,1998.0,13,5,616,6.8,1,1,2,1,0,0,1,0,0.15,0.15,0.29,0.15,0.29
ITA-Serie B,2526,Palermo,Emmanuel Gyasi,GHA,MF,31.0,1994.0,22,10,927,10.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Filippo Ranocchia,ITA,MF,24.0,2001.0,32,32,2622,29.1,6,2,8,5,1,1,8,1,0.21,0.07,0.27,0.17,0.24
ITA-Serie B,2526,Palermo,Francesco Bardi,ITA,GK,33.0,1992.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Giacomo Corona,ITA,FW,21.0,2004.0,13,0,167,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Giangiacomo Magnani,ITA,DF,29.0,1995.0,13,3,449,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Jacopo Segre,ITA,MF,28.0,1997.0,37,32,2689,29.9,4,3,7,4,0,0,2,0,0.13,0.1,0.23,0.13,0.23
ITA-Serie B,2526,Palermo,Jesse Joronen,FIN,GK,32.0,1993.0,35,35,3116,34.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Joel Pohjanpalo,FIN,FW,30.0,1994.0,38,37,3278,36.4,24,7,31,18,6,6,0,0,0.66,0.19,0.85,0.49,0.69
ITA-Serie B,2526,Palermo,Jérémy Le Douaron,FRA,"MF,FW",27.0,1998.0,37,24,2049,22.8,5,5,10,5,0,0,3,0,0.22,0.22,0.44,0.22,0.44
ITA-Serie B,2526,Palermo,Matteo Brunori,ITA,"MF,FW",30.0,1994.0,11,6,506,5.6,1,1,2,1,0,0,3,0,0.18,0.18,0.36,0.18,0.36
ITA-Serie B,2526,Palermo,Mattia Bani,ITA,DF,31.0,1993.0,31,31,2538,28.2,3,0,3,3,0,0,9,0,0.11,0.0,0.11,0.11,0.11
ITA-Serie B,2526,Palermo,Niccolò Pierozzi,ITA,"MF,DF",23.0,2001.0,36,35,2792,31.0,5,4,9,5,0,0,6,0,0.16,0.13,0.29,0.16,0.29
ITA-Serie B,2526,Palermo,Patryk Peda,POL,DF,23.0,2002.0,33,20,1949,21.7,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05
ITA-Serie B,2526,Palermo,Pietro Avena,ITA,MF,18.0,2007.0,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Pietro Ceccaroni,ITA,DF,29.0,1995.0,36,34,2950,32.8,3,2,5,3,0,0,5,1,0.09,0.06,0.15,0.09,0.15
ITA-Serie B,2526,Palermo,Rui Modesto,ANG,"MF,DF",25.0,1999.0,7,5,367,4.1,0,1,1,0,0,0,1,1,0.0,0.25,0.25,0.0,0.25
ITA-Serie B,2526,Palermo,Salim Diakité,MLI,"MF,DF",25.0,2000.0,14,8,751,8.3,1,0,1,1,0,0,4,1,0.12,0.0,0.12,0.12,0.12
ITA-Serie B,2526,Palermo,Samuel Giovane,ITA,MF,22.0,2003.0,16,2,329,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Palermo,Tommaso Augello,ITA,MF,30.0,1994.0,38,37,3238,36.0,1,3,4,1,0,0,3,0,0.03,0.08,0.11,0.03,0.11
ITA-Serie B,2526,Pescara,Alessandro Vinciguerra,ITA,FW,19.0,2005.0,4,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Andrea Cagnano,ITA,DF,27.0,1998.0,12,12,1067,11.9,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17
ITA-Serie B,2526,Pescara,Andrea Ferraris,ITA,FW,22.0,2003.0,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Andrea Oliveri,ITA,MF,22.0,2003.0,15,12,921,10.2,3,0,3,3,0,0,3,0,0.29,0.0,0.29,0.29,0.29
ITA-Serie B,2526,Pescara,Andrew Gravillon,GLP,DF,27.0,1998.0,24,15,1468,16.3,0,1,1,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Pescara,Antonio Di Nardo,ITA,FW,26.0,1998.0,38,35,2916,32.4,14,4,18,13,1,1,4,0,0.43,0.12,0.56,0.4,0.52
ITA-Serie B,2526,Pescara,Davide Bettella,ITA,DF,25.0,2000.0,16,16,1421,15.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Davide Faraoni,ITA,"MF,DF",33.0,1991.0,12,9,685,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13
ITA-Serie B,2526,Pescara,Davide Giannini,ITA,DF,20.0,2005.0,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Davide Merola,ITA,MF,25.0,2000.0,10,2,271,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33
ITA-Serie B,2526,Pescara,Erdis Kraja,ALB,MF,25.0,2000.0,1,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Fabrizio Caligara,ITA,"MF,FW",25.0,2000.0,28,15,1342,14.9,2,1,3,2,0,0,3,0,0.13,0.07,0.2,0.13,0.2
ITA-Serie B,2526,Pescara,Filippo Pellacani,ITA,DF,27.0,1998.0,5,5,389,4.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Flavio Russo,ITA,FW,21.0,2004.0,11,1,302,3.4,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Frank Tsadjout,ITA,FW,26.0,1999.0,6,4,288,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Gabriele Corbo,ITA,DF,25.0,2000.0,16,13,1127,12.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Gaetano Letizia,ITA,"MF,DF",35.0,1990.0,32,27,2267,25.2,1,4,5,1,0,0,4,0,0.04,0.16,0.2,0.04,0.2
ITA-Serie B,2526,Pescara,Gastón Brugman,URU,MF,32.0,1992.0,17,15,1345,14.9,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2
ITA-Serie B,2526,Pescara,Gennaro Acampora,ITA,"MF,FW",31.0,1994.0,12,10,706,7.8,1,0,1,1,0,0,3,1,0.13,0.0,0.13,0.13,0.13
ITA-Serie B,2526,Pescara,Giacomo Olzer,ITA,"MF,FW",24.0,2001.0,28,22,1886,21.0,6,1,7,6,0,0,5,1,0.29,0.05,0.33,0.29,0.33
ITA-Serie B,2526,Pescara,Gianmarco Cangiano,ITA,FW,23.0,2001.0,9,0,167,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Giorgio Altare,ITA,DF,26.0,1998.0,6,2,270,3.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Ivan Saio,ITA,GK,23.0,2002.0,14,13,1226,13.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Julian Brandes,NED,MF,21.0,2004.0,6,2,167,1.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Lamine Fanne,ESP,MF,21.0,2004.0,7,4,359,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Leonardo Graziani,ITA,MF,20.0,2005.0,3,1,77,0.9,0,1,1,0,0,0,0,0,0.0,1.17,1.17,0.0,1.17
ITA-Serie B,2526,Pescara,Lorenzo Berardi,,MF,,,15,2,450,5.0,0,1,1,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2
ITA-Serie B,2526,Pescara,Lorenzo Insigne,ITA,"MF,FW",34.0,1991.0,13,11,947,10.5,5,3,8,4,1,1,2,0,0.48,0.29,0.76,0.38,0.67
ITA-Serie B,2526,Pescara,Lorenzo Meazzi,ITA,"MF,FW",24.0,2001.0,30,8,1031,11.5,6,1,7,6,0,0,4,0,0.52,0.09,0.61,0.52,0.61
ITA-Serie B,2526,Pescara,Lorenzo Sgarbi,ITA,"FW,MF",24.0,2001.0,14,3,403,4.5,1,0,1,1,0,0,1,0,0.22,0.0,0.22,0.22,0.22
ITA-Serie B,2526,Pescara,Luca Valzania,ITA,MF,29.0,1996.0,36,35,2826,31.4,1,3,4,1,0,0,8,0,0.03,0.1,0.13,0.03,0.13
ITA-Serie B,2526,Pescara,Matteo Dagasso,ITA,MF,21.0,2004.0,19,18,1518,16.9,1,4,5,1,0,0,2,0,0.06,0.24,0.3,0.06,0.3
ITA-Serie B,2526,Pescara,Niccolò Squizzato,ITA,MF,23.0,2002.0,15,12,1030,11.4,0,1,1,0,0,0,0,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie B,2526,Pescara,Orji Okwonkwo,NGA,FW,27.0,1998.0,10,0,148,1.6,0,1,1,0,0,0,0,0,0.0,0.61,0.61,0.0,0.61
ITA-Serie B,2526,Pescara,Riccardo Brosco,ITA,DF,34.0,1991.0,21,21,1800,20.0,0,1,1,0,0,0,5,1,0.0,0.05,0.05,0.0,0.05
ITA-Serie B,2526,Pescara,Riccardo Capellini,ITA,DF,25.0,2000.0,34,29,2657,29.5,1,0,1,1,0,0,4,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie B,2526,Pescara,Riccardo Tonin,ITA,FW,24.0,2001.0,10,6,560,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32
ITA-Serie B,2526,Pescara,Sebastiano Desplanches,ITA,GK,22.0,2003.0,25,25,2194,24.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Pescara,Tommaso Corazza,ITA,MF,21.0,2004.0,15,13,1097,12.2,3,2,5,3,0,0,1,0,0.25,0.16,0.41,0.25,0.41
ITA-Serie B,2526,Reggiana,Alessandro Micai,ITA,GK,32.0,1993.0,15,15,1350,15.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Reggiana,Alessandro Tripaldelli,ITA,MF,26.0,1999.0,15,4,634,7.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Reggiana,Andrea Bozzolan,ITA,MF,21.0,2004.0,26,20,1630,18.1,2,1,3,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17
ITA-Serie B,2526,Reggiana,Andrea Papetti,ITA,DF,23.0,2002.0,34,33,2930,32.6,0,0,0,0,0,0,9,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Reggiana,Andrea Seculin,ITA,GK,35.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Reggiana,Andrija Novakovich,USA,FW,28.0,1996.0,33,15,1595,17.7,5,1,6,5,0,0,2,1,0.28,0.06,0.34,0.28,0.34
ITA-Serie B,2526,Reggiana,Cedric Gondo,CIV,FW,28.0,1996.0,26,18,1634,18.2,2,1,3,1,1,1,3,0,0.11,0.06,0.17,0.06,0.11
ITA-Serie B,2526,Reggiana,Charlys,BRA,MF,21.0,2004.0,32,23,2044,22.7,1,2,3,1,0,0,6,1,0.04,0.09,0.13,0.04,0.13
ITA-Serie B,2526,Reggiana,Damiano Basili,ITA,MF,21.0,2004.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
