league,season,team,player,nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK
ITA-Serie B,2526,Empoli,Luca Magnino,ITA,MF,27.0,1997.0,15,15,1267,14.1,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14
ITA-Serie B,2526,Empoli,Marco Curto,ITA,DF,26.0,1999.0,15,12,1071,11.9,0,2,2,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17
ITA-Serie B,2526,Empoli,Marco Nasti,ITA,FW,21.0,2003.0,26,17,1395,15.5,4,0,4,4,0,0,4,0,0.26,0.0,0.26,0.26,0.26
ITA-Serie B,2526,Empoli,Matteo Lovato,ITA,DF,25.0,2000.0,33,32,2826,31.4,3,0,3,3,0,0,5,1,0.1,0.0,0.1,0.1,0.1
ITA-Serie B,2526,Empoli,Nicolas Haas,SUI,MF,29.0,1996.0,18,4,581,6.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Empoli,Nosa Edward Obaretin,ITA,DF,22.0,2003.0,29,28,2349,26.1,0,1,1,0,0,0,4,1,0.0,0.04,0.04,0.0,0.04
ITA-Serie B,2526,Empoli,Pietro Pellegri,ITA,FW,24.0,2001.0,12,3,418,4.6,3,2,5,3,0,0,2,0,0.65,0.43,1.08,0.65,1.08
ITA-Serie B,2526,Empoli,Rareş Ilie,ROU,"MF,FW",22.0,2003.0,26,14,1288,14.3,1,4,5,1,0,0,4,0,0.07,0.28,0.35,0.07,0.35
ITA-Serie B,2526,Empoli,Salvatore Elia,ITA,MF,26.0,1999.0,33,30,2238,24.9,2,9,11,2,0,0,9,1,0.08,0.36,0.44,0.08,0.44
ITA-Serie B,2526,Empoli,Simone Romagnoli,ITA,DF,35.0,1990.0,3,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Empoli,Steven Shpendi,ALB,"FW,MF",22.0,2003.0,35,32,2577,28.6,15,2,17,14,1,2,3,0,0.52,0.07,0.59,0.49,0.56
ITA-Serie B,2526,Empoli,Tyronne Ebuehi,NGA,"MF,DF",29.0,1995.0,17,6,647,7.2,1,1,2,1,0,0,0,0,0.14,0.14,0.28,0.14,0.28
ITA-Serie B,2526,FC Südtirol,Alessandro Mallamo,ITA,"MF,FW",26.0,1999.0,10,6,527,5.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Alessio Cragno,ITA,GK,31.0,1994.0,2,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Andrea Giorgini,ITA,DF,23.0,2002.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Andrea Masiello,ITA,DF,39.0,1986.0,16,11,927,10.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Daniele Casiraghi,ITA,MF,32.0,1993.0,30,25,2201,24.5,4,7,11,2,2,4,1,0,0.16,0.29,0.45,0.08,0.37
ITA-Serie B,2526,FC Südtirol,Davide Mancini,ITA,DF,20.0,2005.0,4,1,89,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Dhirar Brik,TUN,MF,17.0,2007.0,4,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Domen Črnigoj,SVN,MF,29.0,1995.0,19,6,630,7.0,1,0,1,1,0,0,1,0,0.14,0.0,0.14,0.14,0.14
ITA-Serie B,2526,FC Südtirol,Emanuele Pecorino,ITA,FW,24.0,2001.0,33,24,1924,21.4,9,0,9,9,0,0,5,0,0.42,0.0,0.42,0.42,0.42
ITA-Serie B,2526,FC Südtirol,Fabian Tait,ITA,MF,32.0,1993.0,34,23,1857,20.6,1,0,1,1,0,0,2,1,0.05,0.0,0.05,0.05,0.05
ITA-Serie B,2526,FC Südtirol,Federico Davi,ITA,"DF,MF",23.0,2002.0,27,11,1308,14.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Filipe Bordon,BRA,DF,20.0,2005.0,15,6,465,5.2,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Freddie Veseli,ALB,DF,32.0,1992.0,27,25,2186,24.3,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04
ITA-Serie B,2526,FC Südtirol,Giacomo Poluzzi,ITA,GK,37.0,1988.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Hamza El Kaouakibi,MAR,"DF,MF",27.0,1998.0,31,26,2343,26.0,1,2,3,1,0,0,3,0,0.04,0.08,0.12,0.04,0.12
ITA-Serie B,2526,FC Südtirol,Jacopo Martini,ITA,MF,20.0,2004.0,23,12,1075,11.9,2,1,3,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25
ITA-Serie B,2526,FC Südtirol,Jonathan Italeng,CMR,FW,23.0,2001.0,6,1,107,1.2,0,1,1,0,0,0,1,0,0.0,0.84,0.84,0.0,0.84
ITA-Serie B,2526,FC Südtirol,Karim Zedadka,FRA,MF,25.0,2000.0,29,17,1523,16.9,1,1,2,1,0,0,6,1,0.06,0.06,0.12,0.06,0.12
ITA-Serie B,2526,FC Südtirol,Mamadou Coulibaly,SEN,MF,26.0,1999.0,13,4,539,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33
ITA-Serie B,2526,FC Südtirol,Marco Frigerio,ITA,MF,24.0,2001.0,18,5,710,7.9,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13
ITA-Serie B,2526,FC Südtirol,Marius Adamonis,LTU,GK,28.0,1997.0,34,33,2993,33.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Nicola Pietrangeli,ITA,DF,25.0,2000.0,15,13,1164,12.9,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie B,2526,FC Südtirol,Raphael Kofler,ITA,DF,20.0,2005.0,28,28,2414,26.8,3,0,3,3,0,0,6,1,0.11,0.0,0.11,0.11,0.11
ITA-Serie B,2526,FC Südtirol,Raphael Odogwu,NGA,FW,34.0,1991.0,29,9,1188,13.2,3,2,5,3,0,0,1,0,0.23,0.15,0.38,0.23,0.38
ITA-Serie B,2526,FC Südtirol,Riccardo Tonin,ITA,FW,24.0,2001.0,11,4,279,3.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,FC Südtirol,Salvatore Molina,ITA,"MF,DF",33.0,1992.0,34,32,2823,31.4,0,4,4,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13
ITA-Serie B,2526,FC Südtirol,Silvio Merkaj,ALB,FW,27.0,1997.0,36,34,2826,31.4,9,1,10,8,1,1,7,1,0.29,0.03,0.32,0.25,0.29
ITA-Serie B,2526,FC Südtirol,Simone Davì,ITA,"MF,DF",25.0,1999.0,29,21,1945,21.6,0,2,2,0,0,0,7,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie B,2526,FC Südtirol,Simone Tronchin,ITA,MF,22.0,2002.0,34,32,2424,26.9,1,0,1,1,0,0,7,1,0.04,0.0,0.04,0.04,0.04
ITA-Serie B,2526,FC Südtirol,Simone Verdi,ITA,FW,33.0,1992.0,11,3,305,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Abdoulie Ndow,GAM,MF,17.0,2008.0,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Adrian Raychev,BUL,FW,19.0,2006.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Anthony Oyono,GAB,DF,24.0,2001.0,34,33,2750,30.6,1,4,5,1,0,0,9,1,0.03,0.13,0.16,0.03,0.16
ITA-Serie B,2526,Frosinone,Antonio Fiori,ITA,FW,22.0,2003.0,14,2,353,3.9,4,0,4,4,0,0,3,0,1.02,0.0,1.02,1.02,1.02
ITA-Serie B,2526,Frosinone,Antonio Raimondo,ITA,FW,21.0,2004.0,36,30,2354,26.2,11,1,12,11,0,0,3,0,0.42,0.04,0.46,0.42,0.46
ITA-Serie B,2526,Frosinone,Ben Lhassine Kone,CIV,MF,25.0,2000.0,19,7,671,7.5,1,2,3,0,1,1,5,1,0.13,0.27,0.4,0.0,0.27
ITA-Serie B,2526,Frosinone,Davide Biraschi,ITA,DF,31.0,1994.0,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Edoardo Masciangelo,ITA,"MF,FW",29.0,1996.0,9,4,371,4.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Edoardo Vergani,ITA,FW,24.0,2001.0,15,1,272,3.0,1,0,1,1,0,0,1,0,0.33,0.0,0.33,0.33,0.33
ITA-Serie B,2526,Frosinone,Farés Ghedjemis,ALG,"FW,MF",22.0,2002.0,37,36,3009,33.4,15,3,18,15,0,0,4,0,0.45,0.09,0.54,0.45,0.54
ITA-Serie B,2526,Frosinone,Filippo Grosso,ITA,"MF,FW",18.0,2006.0,7,2,253,2.8,1,0,1,1,0,0,0,0,0.36,0.0,0.36,0.36,0.36
ITA-Serie B,2526,Frosinone,Francesco Gelli,ITA,MF,28.0,1996.0,25,12,1094,12.2,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16
ITA-Serie B,2526,Frosinone,Gabriele Bracaglia,ITA,DF,22.0,2003.0,32,29,2430,27.0,5,1,6,5,0,0,12,0,0.19,0.04,0.22,0.19,0.22
ITA-Serie B,2526,Frosinone,Gabriele Calvani,ITA,DF,21.0,2004.0,35,31,2790,31.0,1,1,2,1,0,0,4,1,0.03,0.03,0.06,0.03,0.06
ITA-Serie B,2526,Frosinone,Giacomo Calò,ITA,MF,28.0,1997.0,37,37,3173,35.3,10,15,25,5,5,5,7,0,0.28,0.43,0.71,0.14,0.57
ITA-Serie B,2526,Frosinone,Giorgi Kvernadze,GEO,"FW,MF",22.0,2003.0,36,32,2495,27.7,5,5,10,5,0,0,4,1,0.18,0.18,0.36,0.18,0.36
ITA-Serie B,2526,Frosinone,Giorgio Cittadini,ITA,DF,23.0,2002.0,25,14,1210,13.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Ilario Monterisi,ITA,DF,23.0,2001.0,25,24,2037,22.6,2,5,7,2,0,0,7,0,0.09,0.22,0.31,0.09,0.31
ITA-Serie B,2526,Frosinone,Ilias Koutsoupias,GRE,MF,24.0,2001.0,34,30,2569,28.5,8,4,12,8,0,0,6,0,0.28,0.14,0.42,0.28,0.42
ITA-Serie B,2526,Frosinone,Jacopo Gelli,ITA,DF,24.0,2001.0,17,8,878,9.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Jérémy Oyono,GAB,DF,24.0,2001.0,13,2,495,5.5,0,1,1,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18
ITA-Serie B,2526,Frosinone,Kevin Barcella,ITA,MF,19.0,2006.0,4,2,122,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Lorenzo Palmisani,ITA,GK,21.0,2004.0,38,38,3410,37.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Massimo Zilli,ITA,FW,23.0,2002.0,34,7,982,10.9,2,4,6,2,0,0,3,0,0.18,0.37,0.55,0.18,0.55
ITA-Serie B,2526,Frosinone,Matteo Chichella,ITA,MF,19.0,2005.0,36,23,2248,25.0,2,4,6,2,0,0,4,0,0.08,0.16,0.24,0.08,0.24
ITA-Serie B,2526,Frosinone,Matteo Pisseri,ITA,GK,33.0,1991.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Frosinone,Niccolò Corrado,ITA,"DF,MF",25.0,2000.0,16,5,568,6.3,3,0,3,3,0,0,0,0,0.48,0.0,0.48,0.48,0.48
ITA-Serie B,2526,Frosinone,Riccardo Marchizza,ITA,DF,27.0,1998.0,14,7,670,7.4,1,1,2,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27
ITA-Serie B,2526,Frosinone,Seydou Fini,ITA,FW,19.0,2006.0,8,2,279,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65
ITA-Serie B,2526,Juve Stabia,Aaron Ciammaglichella,ITA,MF,20.0,2005.0,2,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Alessandro Confente,ITA,GK,27.0,1998.0,33,33,2920,32.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Alessandro Gabrielloni,ITA,FW,31.0,1994.0,26,18,1544,17.2,3,3,6,1,2,3,5,0,0.17,0.17,0.35,0.06,0.23
ITA-Serie B,2526,Juve Stabia,Alessio Cacciamani,ITA,MF,18.0,2007.0,33,28,2318,25.8,2,0,2,2,0,0,8,1,0.08,0.0,0.08,0.08,0.08
ITA-Serie B,2526,Juve Stabia,Alvin Okoro,ITA,FW,20.0,2005.0,15,7,678,7.5,1,1,2,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27
ITA-Serie B,2526,Juve Stabia,Andrea Giorgini,ITA,DF,23.0,2002.0,35,34,3071,34.1,1,0,1,1,0,0,6,0,0.03,0.0,0.03,0.03,0.03
ITA-Serie B,2526,Juve Stabia,Christian Dalle Mura,ITA,DF,23.0,2002.0,15,11,1052,11.7,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09
ITA-Serie B,2526,Juve Stabia,Christian Pierobon,ITA,MF,23.0,2002.0,29,12,1270,14.1,1,0,1,1,0,0,5,1,0.07,0.0,0.07,0.07,0.07
ITA-Serie B,2526,Juve Stabia,Edoardo Duca,ITA,MF,28.0,1997.0,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Emanuele Torrasi,ITA,"MF,FW",26.0,1999.0,6,4,306,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Fabio Maistro,ITA,"FW,MF",27.0,1998.0,26,16,1250,13.9,2,7,9,2,0,0,1,1,0.14,0.5,0.65,0.14,0.65
ITA-Serie B,2526,Juve Stabia,Federico Zuccon,ITA,MF,22.0,2003.0,5,0,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Filippo Reale,ITA,MF,19.0,2006.0,3,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Giacomo De Pieri,ITA,MF,18.0,2006.0,6,1,170,1.9,1,0,1,1,0,0,2,0,0.53,0.0,0.53,0.53,0.53
ITA-Serie B,2526,Juve Stabia,Giacomo Stabile,ITA,DF,20.0,2005.0,13,7,639,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Giuseppe Leone,ITA,MF,24.0,2001.0,34,30,2611,29.0,3,1,4,1,2,2,6,0,0.1,0.03,0.14,0.03,0.07
ITA-Serie B,2526,Juve Stabia,Kevin Piscopo,ITA,"MF,FW",27.0,1998.0,16,9,754,8.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Kevin Zeroli,ITA,"MF,FW",20.0,2005.0,8,5,497,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18
ITA-Serie B,2526,Juve Stabia,Leonardo Candellone,ITA,FW,27.0,1997.0,21,18,1533,17.0,7,1,8,5,2,2,3,0,0.41,0.06,0.47,0.29,0.35
ITA-Serie B,2526,Juve Stabia,Lorenzo Carissoni,ITA,MF,28.0,1997.0,36,33,2868,31.9,6,2,8,6,0,0,2,0,0.19,0.06,0.25,0.19,0.25
ITA-Serie B,2526,Juve Stabia,Manuel Ricciardi,ITA,"MF,DF",25.0,2000.0,15,5,539,6.0,0,1,1,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17
ITA-Serie B,2526,Juve Stabia,Marco Bellich,ITA,DF,26.0,1999.0,31,26,2216,24.6,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08
ITA-Serie B,2526,Juve Stabia,Marco Ruggero,ITA,DF,25.0,2000.0,17,16,1368,15.2,1,0,1,1,0,0,6,1,0.07,0.0,0.07,0.07,0.07
ITA-Serie B,2526,Juve Stabia,Marco Varnier,ITA,DF,27.0,1998.0,18,8,891,9.9,1,1,2,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2
ITA-Serie B,2526,Juve Stabia,Matheus Santos,BRA,"MF,FW",23.0,2002.0,7,2,194,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Matteo Baldi,ITA,DF,23.0,2002.0,8,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Mattia Mannini,ITA,MF,19.0,2006.0,16,4,439,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Nicola Mosti,ITA,MF,27.0,1998.0,36,31,2693,29.9,7,1,8,7,0,0,7,0,0.23,0.03,0.27,0.23,0.27
ITA-Serie B,2526,Juve Stabia,Omar Correia,FRA,MF,25.0,2000.0,33,32,2779,30.9,4,2,6,4,0,0,9,0,0.13,0.06,0.19,0.13,0.19
ITA-Serie B,2526,Juve Stabia,Pietro Boer,ITA,GK,23.0,2002.0,6,5,500,5.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Rareș-Cătălin Burnete,ROU,"FW,MF",21.0,2004.0,25,8,1055,11.7,1,2,3,1,0,0,5,0,0.09,0.17,0.26,0.09,0.26
ITA-Serie B,2526,Juve Stabia,Salim Diakité,MLI,DF,25.0,2000.0,12,10,765,8.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Juve Stabia,Sheriff Kassama,ITA,DF,20.0,2004.0,4,2,183,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Alessio Castellini,ITA,DF,22.0,2003.0,35,35,3095,34.4,0,2,2,0,0,0,6,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Mantova,Ali Dembélé,FRA,"DF,MF",21.0,2004.0,14,14,1180,13.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Andrea Meroni,ITA,DF,28.0,1997.0,8,8,683,7.6,2,0,2,2,0,0,2,0,0.26,0.0,0.26,0.26,0.26
ITA-Serie B,2526,Mantova,Antonio Fiori,ITA,MF,22.0,2003.0,10,4,384,4.3,2,0,2,2,0,0,1,0,0.47,0.0,0.47,0.47,0.47
ITA-Serie B,2526,Mantova,Calixte Ligue,SUI,DF,20.0,2005.0,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Cesar Falletti,URU,MF,32.0,1992.0,19,5,564,6.3,0,2,2,0,0,0,1,0,0.0,0.32,0.32,0.0,0.32
ITA-Serie B,2526,Mantova,Côme Bianay Balcot,FRA,DF,20.0,2005.0,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Cristian Marai,ITA,DF,16.0,2008.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Cristiano Bani,ITA,DF,26.0,1999.0,17,15,1297,14.4,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,David Wieser,ITA,MF,23.0,2002.0,27,15,1379,15.3,1,1,2,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13
ITA-Serie B,2526,Mantova,Davide Bragantini,ITA,"MF,FW",21.0,2003.0,22,15,1239,13.8,6,1,7,6,0,0,2,0,0.44,0.07,0.51,0.44,0.51
ITA-Serie B,2526,Mantova,Davis Mensah,GHA,FW,33.0,1991.0,30,13,1222,13.6,4,1,5,4,0,0,4,0,0.29,0.07,0.37,0.29,0.37
ITA-Serie B,2526,Mantova,Fahem Benaissa Yahia,FRA,MF,23.0,2002.0,13,11,942,10.5,1,2,3,1,0,0,1,0,0.1,0.19,0.29,0.1,0.29
ITA-Serie B,2526,Mantova,Federico Artioli,ITA,MF,24.0,2001.0,13,12,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18
ITA-Serie B,2526,Mantova,Federico Zuccon,ITA,MF,22.0,2003.0,6,1,135,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Flavio Paoletti,ITA,"MF,DF",22.0,2003.0,25,12,1123,12.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Francesco Bardi,ITA,GK,33.0,1992.0,20,20,1800,20.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Francesco Galuppini,ITA,"MF,FW",31.0,1993.0,8,6,453,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Francesco Ruocco,ITA,"MF,FW",24.0,2001.0,25,21,1635,18.2,7,1,8,5,2,3,4,0,0.39,0.06,0.44,0.28,0.33
ITA-Serie B,2526,Mantova,Giacomo Fedel,ITA,"MF,DF",22.0,2002.0,4,2,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Konstantinos Chrisopoulos,GRE,DF,22.0,2003.0,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Leonardo Mancuso,ITA,FW,33.0,1992.0,35,21,1889,21.0,8,0,8,6,2,3,1,0,0.38,0.0,0.38,0.29,0.29
ITA-Serie B,2526,Mantova,Maat Daniel Caprini,ITA,"MF,FW",19.0,2006.0,16,7,734,8.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Marco Festa,ITA,GK,33.0,1992.0,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Nicholas Bonfanti,ITA,FW,23.0,2002.0,12,7,610,6.8,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Nicolò Buso,ITA,MF,25.0,2000.0,17,7,669,7.4,1,2,3,1,0,0,1,0,0.13,0.27,0.4,0.13,0.4
ITA-Serie B,2526,Mantova,Nicolò Radaelli,ITA,"DF,MF",22.0,2003.0,27,21,1856,20.6,0,4,4,0,0,0,12,1,0.0,0.19,0.19,0.0,0.19
ITA-Serie B,2526,Mantova,Nikolas Muci,SUI,FW,22.0,2003.0,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Rachid Kouda,ITA,MF,23.0,2002.0,15,13,1119,12.4,1,1,2,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16
ITA-Serie B,2526,Mantova,Senan Mullen,IRL,DF,20.0,2005.0,2,1,83,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Simone Trimboli,ITA,MF,23.0,2002.0,36,36,3142,34.9,1,7,8,1,0,0,11,0,0.03,0.2,0.23,0.03,0.23
ITA-Serie B,2526,Mantova,Stefano Cella,ITA,DF,24.0,2001.0,34,33,2985,33.2,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06
ITA-Serie B,2526,Mantova,Tiago Gonçalves,POR,"MF,DF",24.0,2000.0,9,7,622,6.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Tommaso Maggioni,ITA,"DF,MF",23.0,2001.0,30,15,1553,17.3,0,1,1,0,0,0,0,0,0.0,0.06,0.06,0.0,0.06
ITA-Serie B,2526,Mantova,Tommaso Marras,ITA,"MF,FW",21.0,2004.0,30,14,1372,15.2,7,1,8,6,1,1,1,0,0.46,0.07,0.52,0.39,0.46
ITA-Serie B,2526,Mantova,Tommaso Pittino,ITA,DF,20.0,2005.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Valerio Mantovani,ITA,DF,29.0,1996.0,7,6,499,5.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Mantova,Žan Majer,SVN,MF,33.0,1992.0,7,2,303,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Alessandro Dellavalle,ITA,DF,21.0,2004.0,15,12,1221,13.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Alessandro Sersanti,ITA,MF,23.0,2002.0,23,11,1020,11.3,2,0,2,2,0,0,2,0,0.18,0.0,0.18,0.18,0.18
ITA-Serie B,2526,Modena,Antonio Imputato,ITA,MF,20.0,2004.0,6,1,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Bryant Nieling,NED,DF,22.0,2002.0,33,31,2725,30.3,2,1,3,2,0,0,6,0,0.07,0.03,0.1,0.07,0.1
ITA-Serie B,2526,Modena,Cristian Cauz,ITA,DF,28.0,1996.0,4,3,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
ITA-Serie B,2526,Modena,Daniel Tonoli,ITA,DF,22.0,2002.0,35,34,2965,32.9,5,0,5,5,0,0,9,1,0.15,0.0,0.15,0.15,0.15
ITA-Serie B,2526,Modena,Davide Adorni,ITA,DF,32.0,1992.0,28,26,2274,25.3,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08
ITA-Serie B,2526,Modena,Edoardo Colpo,ITA,FW,16.0,2008.0,1,0,5,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
